G,P,N,A
0,375,749,1474
0,376,746,1479
0,376,746,1479
0,376,748,1479
0,376,748,1484
0,376,749,1484
0,376,749,1489
0,376,747,1489
0,376,747,1489
0,371,745,1489
0,371,745,1494
0,372,747,1494
0,377,747,1499
0,377,750,1499
0,377,750,1499
0,373,749,1504
0,373,749,1504
0,373,747,1509
0,378,747,1514
0,379,749,1514
0,378,749,1519
0,373,750,1519
0,373,750,1519
0,378,748,1524
0,379,748,1524
0,379,745,1529
0,379,745,1529
0,379,747,1529
0,379,747,1534
0,379,750,1539
0,380,750,1539
0,380,750,1544
0,380,750,1549
0,380,747,1554
0,380,747,1554
0,380,748,1554
0,380,748,1559
0,380,749,1559
0,385,749,1559
0,380,747,1564
0,380,747,1564
0,380,745,1564
0,381,745,1569
0,381,747,1574
0,381,747,1574
0,381,750,1579
0,381,750,1579
0,381,750,1584
0,381,750,1584
0,381,747,1584
0,381,747,1589
0,381,749,1589
0,381,749,1594
0,381,750,1594
0,381,750,1599
0,386,748,1599
0,386,748,1604
0,387,745,1609
0,387,745,1609
0,387,747,1614
0,388,747,1614
0,388,750,1619
0,388,750,1619
0,383,750,1619
0,383,750,1624
0,383,747,1624
0,383,747,1629
0,383,749,1629
0,384,749,1629
0,384,750,1629
0,384,750,1634
0,384,748,1639
0,385,748,1644
0,380,745,1644
0,381,745,1644
0,386,747,1649
0,386,747,1649
0,386,749,1654
0,387,749,1654
0,386,749,1659
0,386,749,1659
0,391,746,1664
0,391,746,1669
0,386,748,1669
0,387,748,1674
0,387,749,1674
0,387,749,1679
0,387,748,1679
0,388,748,1679
0,388,745,1679
0,388,745,1684
0,389,748,1684
0,389,748,1689
0,389,750,1694
0,389,750,1694
0,389,750,1699
0,389,750,1699
0,389,748,1704
0,389,748,1709
0,389,749,1709
0,389,749,1714
0,390,751,1714
0,390,751,1714
0,390,748,1719
0,391,748,1719
0,391,746,1724
0,391,746,1724
0,391,747,1729
0,392,747,1734
0,391,749,1734
0,391,749,1734
0,391,749,1739
0,386,749,1739
0,386,747,1739
0,386,747,1739
0,392,749,1744
0,392,749,1749
0,392,750,1754
0,393,750,1754
0,393,748,1759
0,393,748,1759
0,393,745,1764
0,393,745,1769
0,393,747,1769
0,393,747,1774
0,393,750,1779
0,393,750,1784
0,388,749,1779
0,393,749,1784
0,388,747,1784
0,394,747,1784
0,394,748,1789
0,394,748,1789
0,395,749,1794
0,395,749,1794
0,396,747,1799
0,396,747,1799
0,401,744,1804
0,401,744,1804
0,396,746,1804
0,396,746,1809
0,396,749,1814
0,396,749,1814
0,396,749,1814
0,396,749,1819
0,396,747,1819
0,397,747,1824
0,397,748,1829
0,397,748,1834
0,398,750,1839
0,398,750,1839
0,398,747,1839
0,398,747,1844
0,398,745,1844
0,398,745,1844
0,398,747,1844
0,398,747,1849
0,399,749,1849
0,399,749,1849
0,399,749,1854
0,399,749,1854
0,399,747,1859
0,400,747,1864
0,400,749,1869
0,400,749,1869
0,400,750,1874
0,400,750,1874
0,400,748,1879
0,400,748,1879
0,400,745,1884
0,405,745,1889
0,405,747,1889
0,405,747,1894
0,405,750,1894
0,400,750,1894
0,400,749,1899
0,401,749,1899
0,401,747,1899
0,401,747,1904
0,402,748,1904
0,402,748,1909
0,402,750,1909
0,402,750,1909
0,402,748,1914
0,402,748,1914
0,402,745,1919
0,402,745,1919
0,402,747,1924
0,402,747,1929
0,403,750,1934
0,403,750,1939
0,403,750,1939
0,403,750,1939
0,404,747,1944
0,399,747,1949
0,399,749,1949
0,404,749,1954
0,404,750,1954
0,404,750,1959
0,404,747,1959
0,404,747,1964
0,404,745,1964
0,404,745,1964
0,404,747,1964
0,405,747,1969
0,405,749,1969
0,400,749,1974
0,406,750,1979
0,406,750,1984
0,406,747,1989
0,407,747,1989
0,407,749,1994
0,407,749,1999
0,407,750,1999
0,407,750,2004
0,407,748,2004
0,407,748,2004
0,407,745,2004
0,407,745,2009
0,407,747,2014
0,408,747,2019
0,408,750,2019
0,408,750,2019
0,409,750,2019
0,409,750,2024
0,409,748,2024
0,409,748,2029
0,409,748,2034
0,409,748,2039
0,414,750,2039
0,414,750,2044
0,409,747,2044
0,409,747,2044
0,410,745,2049
0,410,745,2049
0,410,746,2054
0,411,746,2059
0,411,749,2059
0,411,749,2064
0,411,749,2069
0,411,749,2069
0,411,747,2074
0,411,747,2074
0,411,748,2074
0,411,748,2074
0,411,750,2079
0,411,750,2084
0,411,747,2084
0,412,747,2089
0,412,745,2089
0,412,745,2094
0,413,746,2099
0,413,746,2099
0,413,749,2104
0,413,749,2104
0,413,749,2109
0,413,749,2109
0,413,748,2114
0,413,748,2114
0,413,749,2119
0,413,749,2124
0,413,750,2124
0,414,750,2129
0,414,748,2129
0,414,748,2129
0,415,745,2134
0,415,745,2134
0,415,746,2139
0,416,746,2139
0,416,749,2144
0,416,749,2144
0,416,749,2149
0,416,749,2154
0,416,747,2159
0,416,747,2159
0,416,748,2164
0,416,748,2164
0,416,749,2164
0,417,749,2169
0,417,747,2169
0,417,747,2169
0,418,745,2174
0,418,745,2174
0,418,746,2179
0,409,746,2184
0,409,748,2189
0,419,748,2194
0,419,749,2194
0,419,749,2194
0,419,747,2199
0,419,747,2199
0,420,748,2204
0,420,748,2204
0,421,750,2209
0,421,750,2209
0,421,748,2214
0,422,748,2219
0,422,745,2219
0,422,745,2224
0,422,746,2224
0,422,746,2229
0,422,748,2234
0,422,748,2234
0,422,748,2234
0,422,748,2239
0,422,746,2239
0,368,749,1364
0,373,749,1369
0,373,749,1374
0,368,746,1374
0,373,746,1379
0,373,747,1379
0,373,747,1379
0,373,748,1384
0,373,748,1384
0,379,748,1389
0,379,748,1389
0,379,745,1394
0,380,745,1394
0,380,746,1399
0,380,746,1399
0,380,748,1404
0,375,748,1404
0,375,749,1404
0,375,749,1409
0,375,746,1409
0,375,746,1414
0,380,746,1414
0,380,746,1419
0,381,747,1419
0,381,747,1424
0,381,746,1424
0,382,746,1429
0,382,743,1434
0,382,743,1434
0,377,744,1439
0,377,744,1439
0,377,747,1439
0,377,747,1444
0,377,748,1444
0,377,748,1449
0,378,745,1449
0,378,745,1449
0,378,745,1449
0,378,745,1454
0,379,748,1454
0,379,748,1459
0,379,747,1464
0,379,747,1469
0,379,744,1469
0,379,744,1469
0,379,745,1474
0,374,745,1479
0,379,749,1479
0,374,749,1484
0,374,749,1489
0,374,749,1489
0,375,746,1489
0,375,746,1489
0,375,746,1494
0,376,746,1494
0,381,748,1494
0,381,748,1499
0,382,747,1504
0,382,747,1504
0,377,745,1504
0,382,745,1504
0,377,745,1509
0,377,745,1514
0,377,748,1514
0,377,748,1519
0,378,749,1519
0,378,749,1524
0,379,746,1524
0,379,746,1529
0,380,746,1534
0,380,746,1539
0,381,749,1544
0,386,749,1544
0,386,748,1549
0,381,748,1549
0,381,745,1549
0,381,745,1549
0,381,746,1549
0,381,746,1554
0,381,749,1554
0,382,749,1559
0,382,749,1559
0,387,749,1564
0,388,747,1564
0,388,747,1564
0,389,746,1569
0,389,746,1574
0,389,749,1574
0,389,749,1579
0,384,748,1584
0,384,748,1584
0,384,745,1584
0,384,745,1584
0,384,745,1589
0,384,745,1594
0,384,748,1594
0,385,748,1594
0,385,749,1599
0,385,749,1604
0,386,746,1609
0,386,746,1614
0,386,746,1614
0,386,746,1614
0,386,749,1614
0,386,749,1614
0,386,748,1619
0,391,748,1624
0,386,745,1629
0,391,745,1629
0,392,745,1639
0,392,745,1644
0,392,748,1649
0,392,748,1649
0,392,748,1654
0,388,748,1659
0,388,746,1664
0,388,746,1669
0,387,746,1669
0,387,746,1669
0,387,749,1669
0,382,749,1674
0,382,748,1674
0,382,748,1674
0,382,745,1679
0,377,745,1679
0,382,746,1684
0,388,746,1684
0,388,749,1689
0,388,749,1694
0,388,749,1704
0,388,749,1704
0,389,747,1704
0,389,747,1704
0,389,746,1709
0,389,746,1709
0,389,749,1709
0,389,749,1709
0,389,749,1714
0,389,749,1714
0,389,745,1714
0,389,745,1714
0,389,745,1714
0,389,745,1719
0,389,748,1704
0,389,748,1709
0,389,749,1709
0,389,749,1729
0,388,746,1729
0,388,746,1734
0,388,746,1734
0,388,746,1734
0,388,749,1734
0,388,749,1734
0,389,748,1739
0,389,748,1739
0,389,745,1739
0,390,745,1739
0,390,745,1739
0,390,745,1739
0,391,748,1744
0,396,748,1744
0,396,748,1739
0,391,748,1734
0,385,746,1734
0,385,746,1734
0,385,746,1729
0,386,746,1729
0,386,748,1729
0,386,748,1734
0,392,748,1734
0,392,748,1744
0,392,745,1744
0,393,745,1749
0,398,745,1754
0,398,745,1754
0,393,748,1754
0,393,748,1759
0,393,750,1759
0,393,750,1764
0,393,748,1769
0,393,748,1774
0,394,747,1774
0,394,747,1779
0,394,750,1784
0,394,750,1789
0,400,749,1789
0,395,749,1794
0,395,746,1799
0,400,746,1809
0,400,745,1814
0,395,745,1814
0,395,749,1814
0,395,749,1819
0,395,749,1819
0,395,749,1819
0,396,747,1819
0,396,747,1819
0,396,746,1819
0,396,746,1824
0,397,748,1829
0,397,748,1834
0,398,748,1839
0,398,748,1844
0,398,746,1844
0,398,746,1844
0,398,745,1854
0,398,745,1859
0,398,749,1864
0,398,749,1869
0,398,751,1869
0,398,751,1869
0,398,749,1869
0,399,749,1869
0,399,748,1874
0,399,748,1874
0,399,751,1879
0,400,751,1884
0,400,751,1889
0,400,751,1889
0,400,748,1889
0,400,748,1894
0,395,747,1894
0,395,747,1899
0,396,750,1899
0,396,750,1899
0,401,751,1904
0,397,751,1909
0,397,749,1914
0,402,749,1914
0,403,747,1919
0,403,747,1924
0,403,749,1924
0,399,749,1929
0,399,750,1929
0,399,750,1929
0,399,747,1934
0,404,747,1939
0,404,746,1939
0,404,746,1944
0,404,749,1944
0,404,749,1949
0,404,750,1954
0,405,750,1954
0,405,748,1959
0,405,748,1964
0,406,746,1964
0,406,746,1969
0,406,748,1969
0,407,748,1969
0,407,749,1969
0,407,749,1969
0,402,746,1974
0,407,746,1979
0,407,745,1984
0,407,745,1989
0,402,749,1994
0,408,749,1994
0,408,750,1999
0,408,750,1999
0,409,748,1999
0,404,748,1999
0,409,747,1999
0,409,747,2004
0,410,749,2009
0,410,749,2009
0,410,749,2014
0,410,749,2019
0,410,747,2019
0,410,747,2019
0,410,746,2024
0,410,746,2029
0,410,749,2029
0,410,749,2034
0,411,751,2039
0,411,751,2039
0,411,749,2044
0,411,749,2044
0,412,747,2049
0,412,747,2049
0,412,749,2054
0,412,749,2059
0,407,750,2059
0,407,750,2064
0,406,746,2064
0,407,746,2069
0,407,745,2069
0,407,745,2074
0,407,748,2079
0,408,748,2079
0,413,750,2084
0,413,750,2079
0,414,748,2084
0,414,748,2089
0,414,746,2089
0,414,746,2089
0,414,748,2094
0,414,748,2099
0,414,748,2104
0,414,748,2104
0,414,746,2109
0,414,746,2109
0,414,743,2109
0,415,743,2114
0,415,747,2119
0,415,747,2119
0,415,749,2124
0,415,749,2124
0,415,747,2129
0,416,747,2129
0,416,746,2129
0,416,746,2134
0,416,748,2139
0,416,748,2144
0,416,749,2144
0,416,749,2144
0,416,746,2149
0,417,746,2149
0,417,746,2154
0,417,746,2154
0,418,749,2154
0,418,749,2159
0,418,751,2159
0,418,751,2164
0,418,749,2169
0,418,749,2174
0,413,747,2174
0,418,747,2179
0,418,749,2184
0,414,749,2189
0,419,750,2189
0,419,750,2194
0,419,747,2194
0,420,747,2194
0,420,746,2199
0,420,746,2204
0,420,749,2209
0,420,749,2209
0,420,751,2209
0,421,751,2209
0,421,749,2214
0,416,749,2214
0,416,747,2219
0,416,747,2224
0,416,749,2229
0,416,749,2234
0,416,750,2234
0,417,750,2234
0,422,747,2234
0,422,747,2239
0,422,746,2239
0,422,746,2239
0,368,748,1364
0,368,748,1369
0,368,746,1369
0,368,746,1369
0,369,748,1374
0,369,748,1374
0,369,749,1379
0,370,749,1384
0,370,748,1384
0,370,748,1389
0,370,744,1389
0,370,744,1394
0,370,747,1399
0,370,747,1399
0,370,749,1399
0,370,749,1404
0,370,750,1404
0,370,750,1404
0,371,747,1404
0,371,747,1404
0,371,749,1409
0,372,749,1419
0,372,751,1424
0,372,751,1429
0,372,749,1429
0,372,749,1429
0,372,746,1429
0,372,746,1429
0,372,748,1434
0,372,748,1434
0,372,750,1434
0,373,750,1439
0,373,750,1439
0,373,750,1444
0,373,747,1444
0,374,747,1449
0,374,749,1454
0,374,749,1454
0,374,750,1459
0,374,750,1459
0,374,748,1464
0,374,748,1464
0,374,745,1469
0,374,745,1474
0,374,748,1479
0,375,748,1479
0,375,750,1479
0,375,750,1479
0,375,749,1479
0,375,749,1484
0,376,747,1484
0,376,747,1489
0,376,749,1489
0,377,749,1494
0,377,751,1494
0,377,751,1499
0,377,749,1499
0,377,749,1504
0,377,747,1504
0,377,747,1509
0,377,748,1509
0,377,748,1514
0,377,750,1514
0,378,750,1519
0,378,749,1519
0,378,749,1519
0,379,746,1524
0,379,746,1529
0,379,748,1534
0,379,748,1534
0,379,749,1539
0,379,749,1539
0,379,747,1544
0,379,747,1544
0,379,746,1544
0,380,746,1544
0,380,748,1549
0,380,748,1549
0,380,751,1549
0,381,751,1549
0,381,750,1549
0,381,750,1554
0,382,748,1559
0,382,748,1564
0,382,750,1564
0,382,750,1569
0,382,751,1574
0,382,751,1574
0,382,748,1574
0,382,748,1584
0,382,745,1589
0,382,745,1584
0,383,747,1589
0,383,747,1594
0,383,750,1594
0,384,750,1594
0,384,749,1594
0,385,749,1594
0,385,748,1599
0,385,748,1599
0,385,749,1604
0,385,749,1609
0,385,750,1614
0,385,750,1614
0,385,748,1614
0,385,748,1619
0,386,745,1619
0,386,745,1624
0,391,747,1624
0,386,747,1629
0,387,749,1629
0,392,749,1629
0,387,749,1634
0,392,749,1639
0,392,747,1644
0,387,747,1644
0,387,748,1649
0,387,748,1649
0,387,750,1654
0,387,750,1654
0,387,748,1654
0,387,748,1659
0,388,745,1659
0,388,745,1659
0,388,747,1664
0,389,747,1664
0,389,750,1669
0,389,750,1669
0,390,750,1674
0,390,750,1674
0,390,747,1674
0,390,747,1679
0,390,749,1679
0,390,749,1679
0,390,750,1684
0,390,750,1689
0,390,748,1694
0,391,748,1699
0,391,745,1704
0,391,745,1704
0,392,747,1709
0,392,747,1709
0,392,750,1709
0,393,750,1714
0,393,749,1714
0,393,749,1714
0,393,747,1714
0,392,747,1719
0,392,749,1724
0,392,749,1724
0,392,750,1729
0,393,750,1734
0,393,748,1734
0,393,748,1739
0,393,746,1744
0,394,746,1749
0,394,748,1749
0,394,748,1749
0,394,750,1754
0,394,750,1754
0,394,750,1759
0,394,750,1759
0,394,747,1759
0,389,747,1764
0,389,749,1764
0,390,749,1764
0,395,750,1769
0,390,750,1769
0,391,748,1774
0,391,748,1774
0,391,745,1779
0,392,745,1779
0,392,747,1784
0,397,747,1784
0,392,749,1789
0,397,749,1789
0,397,748,1789
0,397,748,1794
0,397,746,1794
0,397,746,1799
0,397,747,1799
0,398,747,1799
0,398,749,1804
0,398,749,1804
0,404,747,1809
0,399,747,1814
0,399,744,1814
0,399,744,1819
0,399,746,1824
0,399,746,1824
0,394,749,1829
0,394,749,1829
0,394,748,1834
0,398,748,1834
0,398,747,1839
0,398,747,1844
0,398,748,1844
0,399,748,1849
0,399,750,1849
0,399,750,1849
0,399,748,1854
0,400,748,1854
0,400,745,1854
0,400,745,1859
0,400,747,1864
0,400,747,1864
0,400,749,1869
0,400,749,1869
0,400,749,1874
0,400,749,1874
0,400,747,1879
0,400,747,1879
0,406,748,1884
0,401,748,1889
0,401,750,1889
0,402,750,1894
0,402,747,1889
0,402,747,1894
0,402,745,1894
0,402,745,1899
0,402,747,1899
0,397,747,1904
0,402,748,1909
0,398,748,1909
0,403,748,1909
0,398,748,1914
0,403,746,1914
0,399,746,1914
0,404,747,1914
0,404,747,1919
0,404,749,1924
0,405,749,1929
0,405,747,1934
0,405,747,1939
0,405,745,1939
0,405,745,1939
0,405,747,1944
0,405,747,1944
0,405,750,1949
0,405,750,1954
0,406,749,1954
0,406,749,1954
0,406,748,1954
0,406,748,1959
0,407,749,1964
0,407,749,1964
0,407,750,1964
0,407,750,1969
0,408,748,1974
0,408,748,1979
0,408,746,1979
0,408,746,1984
0,408,747,1984
0,408,747,1989
0,408,749,1989
0,408,749,1994
0,409,748,1994
0,409,748,1999
0,409,746,1999
0,409,746,1999
0,410,747,2004
0,410,747,2004
0,410,749,2009
0,410,749,2009
0,410,747,2014
0,410,747,2014
0,410,745,2019
0,410,745,2019
0,410,747,2024
0,410,747,2029
0,411,749,2034
0,411,749,2034
0,411,749,2039
0,412,749,2039
0,412,747,2039
0,412,747,2044
0,412,748,2044
0,412,748,2049
0,412,750,2054
0,412,750,2059
0,412,748,2059
0,412,748,2059
0,412,746,2064
0,413,746,2069
0,413,747,2069
0,413,747,2074
0,413,750,2079
0,414,750,2079
0,414,749,2084
0,414,749,2084
0,415,747,2084
0,415,747,2084
0,415,748,2089
0,415,748,2094
0,415,749,2094
0,415,749,2094
0,415,748,2094
0,415,748,2099
0,415,745,2104
0,416,745,2109
0,421,747,2114
0,421,747,2119
0,421,749,2119
0,422,749,2119
0,417,749,2119
0,422,749,2119
0,417,747,2124
0,412,747,2124
0,412,748,2129
0,412,748,2134
0,412,750,2139
0,417,750,2144
0,417,749,2144
0,417,749,2149
0,418,746,2149
0,418,746,2154
0,418,747,2154
0,418,747,2159
0,419,748,2164
0,414,748,2164
0,414,748,2164
0,419,748,2164
0,419,746,2169
0,419,746,2169
0,419,747,2169
0,419,747,2174
0,419,748,2174
0,419,748,2174
0,419,747,2179
0,424,747,2189
0,420,745,2194
0,420,745,2199
0,421,746,2199
0,421,746,2199
0,421,748,2204
0,421,748,2204
0,421,749,2204
0,421,749,2209
0,421,748,2209
0,421,748,2209
0,421,749,2214
0,421,749,2219
0,416,749,2219
0,422,749,2224
0,422,748,2229
0,422,748,2229
0,422,745,2234
0,423,745,2234
0,423,746,2239
0,368,749,1364
0,368,747,1364
0,363,747,1364
0,364,749,1369
0,359,749,1374
0,359,750,1379
0,364,750,1379
0,364,748,1379
0,369,748,1384
0,364,745,1384
0,369,745,1389
0,369,747,1394
0,369,747,1394
0,369,749,1399
0,369,749,1404
0,364,748,1404
0,365,748,1409
0,370,746,1409
0,370,746,1409
0,366,749,1409
0,361,749,1414
0,361,750,1414
0,366,750,1419
0,371,748,1419
0,371,748,1419
0,371,745,1424
0,371,745,1424
0,371,747,1429
0,372,747,1434
0,372,750,1434
0,372,750,1439
0,373,748,1439
0,373,748,1444
0,373,746,1444
0,374,746,1449
0,374,748,1449
0,374,748,1454
0,374,749,1454
0,374,749,1459
0,374,749,1459
0,374,749,1464
0,374,745,1464
0,374,745,1464
0,375,747,1469
0,375,747,1469
0,375,750,1474
0,370,750,1474
0,371,749,1479
0,371,749,1479
0,371,747,1484
0,372,747,1484
0,372,749,1489
0,377,749,1484
0,377,750,1484
0,377,750,1489
0,377,749,1494
0,377,749,1499
0,377,745,1504
0,377,745,1504
0,377,747,1509
0,378,747,1509
0,378,750,1514
0,378,750,1514
0,374,749,1519
0,374,749,1519
0,374,747,1519
0,374,747,1519
0,374,749,1524
0,374,749,1524
0,379,750,1529
0,379,750,1534
0,379,749,1534
0,379,749,1539
0,380,746,1539
0,380,746,1544
0,380,747,1544
0,380,747,1549
0,381,750,1549
0,376,750,1549
0,376,749,1549
0,376,749,1554
0,381,747,1554
0,381,747,1559
0,381,749,1564
0,381,749,1564
0,381,750,1569
0,381,750,1569
0,382,749,1574
0,382,749,1574
0,382,745,1574
0,382,745,1579
0,382,747,1584
0,383,747,1584
0,383,750,1584
0,383,750,1584
0,383,748,1589
0,383,748,1589
0,383,746,1594
0,383,746,1599
0,383,749,1604
0,383,749,1604
0,383,750,1604
0,383,750,1609
0,383,748,1609
0,384,748,1614
0,384,745,1614
0,384,745,1619
0,390,746,1619
0,385,746,1624
0,385,749,1629
0,385,749,1629
0,385,748,1629
0,385,748,1629
0,385,746,1634
0,385,746,1634
0,385,749,1639
0,385,749,1644
0,386,750,1644
0,386,750,1649
0,386,748,1649
0,386,748,1654
0,387,745,1659
0,387,745,1659
0,392,746,1664
0,392,746,1669
0,392,749,1669
0,387,749,1669
0,387,748,1674
0,387,748,1674
0,387,746,1674
0,387,746,1679
0,382,748,1684
0,382,748,1684
0,382,749,1684
0,378,749,1684
0,378,748,1689
0,378,748,1689
0,379,744,1694
0,389,744,1699
0,389,746,1704
0,384,746,1704
0,384,749,1709
0,384,749,1709
0,384,748,1709
0,384,748,1714
0,384,747,1714
0,384,747,1719
0,384,749,1719
0,385,749,1724
0,385,750,1724
0,390,750,1729
0,391,749,1734
0,391,749,1734
0,391,746,1739
0,391,746,1739
0,391,747,1744
0,391,747,1749
0,391,749,1754
0,391,749,1754
0,391,748,1759
0,391,748,1759
0,391,746,1759
0,392,746,1759
0,392,748,1759
0,392,748,1759
0,393,749,1764
0,393,749,1764
0,393,748,1764
0,393,748,1769
0,394,745,1774
0,399,745,1774
0,399,747,1779
0,399,747,1784
0,399,750,1789
0,399,750,1789
0,399,749,1789
0,400,749,1794
0,395,747,1794
0,395,747,1799
0,396,749,1799
0,396,749,1799
0,396,750,1804
0,397,750,1804
0,397,748,1804
0,397,748,1809
0,397,745,1814
0,397,745,1819
0,397,746,1819
0,397,746,1819
0,397,749,1819
0,397,749,1824
0,397,747,1824
0,398,747,1829
0,398,746,1829
0,398,746,1834
0,399,748,1839
0,399,748,1839
0,399,749,1844
0,399,749,1844
0,399,748,1849
0,399,748,1849
0,399,745,1854
0,399,745,1859
0,399,746,1864
0,399,746,1864
0,399,749,1869
0,400,749,1874
0,400,748,1874
0,400,748,1879
0,406,746,1884
0,406,746,1884
0,401,748,1889
0,401,748,1894
0,401,750,1899
0,401,750,1899
0,401,748,1904
0,401,748,1904
0,401,746,1904
0,401,746,1904
0,401,747,1909
0,402,747,1909
0,402,749,1909
0,402,749,1914
0,403,748,1914
0,403,748,1919
0,403,746,1919
0,404,746,1924
0,404,748,1924
0,404,748,1929
0,404,750,1929
0,404,750,1934
0,404,749,1939
0,404,749,1939
0,404,746,1944
0,404,746,1944
0,404,747,1944
0,405,747,1949
0,405,750,1954
0,405,750,1954
0,405,749,1959
0,406,749,1959
0,406,747,1959
0,406,747,1964
0,407,749,1964
0,407,749,1964
0,407,750,1969
0,407,750,1969
0,408,749,1974
0,408,749,1974
0,408,746,1979
0,408,746,1979
0,409,747,1979
0,409,747,1984
0,409,750,1989
0,410,750,1994
0,410,749,1994
0,410,749,1994
0,410,746,1999
0,410,746,2004
0,410,748,2004
0,410,748,2004
0,410,750,2004
0,410,750,2009
0,410,748,2014
0,410,748,2014
0,410,746,2019
0,410,746,2019
0,411,747,2019
0,411,747,2019
0,411,749,2024
0,412,749,2024
0,412,749,2029
0,412,749,2034
0,412,747,2039
0,412,747,2039
0,412,748,2044
0,412,748,2049
0,412,750,2049
0,412,750,2049
0,412,749,2054
0,412,749,2059
0,413,746,2059
0,413,746,2064
0,413,747,2064
0,414,747,2069
0,414,749,2074
0,414,749,2079
0,414,749,2079
0,414,749,2084
0,414,746,2084
0,414,746,2084
0,414,748,2084
0,414,748,2089
0,414,749,2089
0,414,749,2094
0,414,747,2099
0,419,747,2099
0,419,745,2104
0,420,745,2104
0,420,746,2104
0,420,746,2104
0,420,749,2109
0,420,749,2114
0,420,749,2119
0,415,749,2119
0,415,747,2124
0,415,747,2124
0,415,749,2129
0,415,749,2129
0,415,751,2129
0,416,751,2134
0,416,748,2139
0,416,748,2139
0,416,745,2144
0,417,745,2144
0,417,746,2144
0,417,746,2149
0,417,748,2149
0,417,748,2154
0,417,748,2154
0,417,748,2159
0,417,746,2164
0,417,746,2169
0,417,748,2169
0,418,748,2174
0,418,749,2174
0,418,749,2174
0,418,749,2179
0,419,749,2184
0,419,746,2189
0,419,746,2194
0,419,746,2194
0,420,746,2199
0,420,749,2199
0,420,749,2199
0,420,749,2204
0,420,749,2204
0,420,746,2204
0,420,746,2204
0,420,748,2209
0,421,748,2209
0,421,749,2214
0,422,749,2219
0,422,749,2224
0,422,749,2229
0,423,746,2229
0,423,746,2234
0,423,747,2234
0,423,747,2239
0,423,749,2239
0,423,749,2239
0,368,749,1364
0,368,749,1364
0,368,747,1364
0,363,747,1369
0,364,746,1369
0,364,746,1369
0,364,748,1374
0,364,748,1379
0,364,749,1384
0,369,749,1384
0,369,746,1384
0,369,746,1389
0,369,745,1389
0,369,745,1394
0,370,747,1399
0,370,747,1399
0,370,749,1399
0,370,749,1404
0,370,749,1404
0,370,749,1409
0,371,747,1414
0,371,747,1419
0,371,750,1419
0,371,750,1419
0,371,751,1419
0,370,751,1424
0,370,748,1424
0,370,748,1424
0,370,746,1429
0,370,746,1434
0,370,747,1434
0,370,747,1439
0,371,749,1439
0,371,749,1444
0,371,748,1444
0,371,748,1449
0,372,747,1449
0,372,747,1449
0,372,749,1454
0,372,749,1459
0,372,750,1459
0,372,750,1464
0,372,747,1469
0,372,747,1469
0,372,745,1469
0,372,745,1474
0,373,747,1474
0,373,747,1474
0,373,749,1479
0,374,749,1479
0,374,748,1484
0,374,748,1484
0,374,747,1489
0,374,747,1489
0,374,749,1494
0,374,749,1494
0,374,750,1494
0,374,750,1499
0,374,748,1499
0,374,748,1499
0,375,745,1504
0,375,745,1509
0,375,747,1514
0,376,747,1519
0,376,749,1519
0,377,749,1519
0,377,749,1519
0,378,749,1524
0,378,747,1524
0,378,747,1529
0,378,749,1529
0,378,749,1534
0,377,750,1534
0,378,750,1539
0,378,748,1539
0,378,748,1544
0,378,745,1544
0,383,745,1549
0,379,747,1549
0,379,747,1554
0,379,749,1554
0,380,749,1559
0,380,749,1559
0,380,749,1559
0,380,747,1564
0,380,747,1569
0,380,749,1569
0,380,749,1574
0,380,750,1574
0,381,750,1579
0,381,748,1579
0,381,748,1579
0,382,745,1584
0,382,745,1584
0,382,747,1589
0,383,747,1594
0,383,749,1599
0,383,749,1599
0,383,749,1604
0,383,749,1604
0,382,747,1604
0,382,747,1604
0,382,749,1604
0,382,749,1609
0,383,750,1609
0,383,750,1609
0,383,748,1614
0,384,748,1614
0,384,745,1619
0,384,745,1624
0,384,747,1624
0,385,747,1629
0,385,749,1629
0,385,749,1629
0,390,749,1634
0,390,749,1634
0,385,746,1639
0,385,746,1644
0,385,748,1649
0,385,748,1654
0,386,750,1654
0,386,750,1654
0,386,748,1659
0,386,748,1659
0,387,745,1664
0,387,745,1664
0,387,747,1669
0,382,747,1669
0,387,749,1674
0,392,749,1674
0,387,748,1679
0,387,748,1679
0,387,746,1679
0,388,746,1679
0,388,748,1684
0,388,748,1684
0,389,749,1689
0,389,749,1694
0,389,747,1694
0,384,747,1699
0,385,744,1699
0,385,744,1699
0,385,747,1704
0,385,747,1709
0,390,749,1709
0,390,749,1714
0,390,748,1719
0,390,748,1729
0,391,746,1724
0,391,746,1724
0,391,748,1729
0,387,748,1729
0,387,748,1729
0,387,748,1734
0,387,747,1739
0,387,747,1739
0,387,744,1739
0,387,744,1744
0,392,746,1744
0,392,746,1749
0,393,749,1749
0,393,749,1749
0,393,748,1754
0,393,748,1754
0,393,746,1759
0,394,746,1764
0,394,748,1764
0,395,748,1769
0,395,750,1769
0,395,750,1774
0,395,748,1774
0,395,748,1779
0,395,745,1779
0,395,745,1784
0,395,746,1784
0,395,746,1789
0,395,748,1789
0,395,748,1794
0,395,748,1789
0,396,748,1794
0,396,746,1789
0,396,746,1794
0,401,748,1799
0,402,748,1804
0,402,750,1804
0,397,750,1809
0,397,748,1814
0,397,748,1814
0,397,745,1819
0,397,745,1819
0,397,747,1824
0,397,747,1829
0,398,749,1829
0,398,749,1829
0,398,748,1834
0,398,748,1834
0,399,746,1839
