G,P,N,A
0,411,2088,1929
0,412,2094,1934
0,412,2094,1944
0,413,2090,1954
0,414,2090,1959
0,414,2088,1969
0,415,2088,1979
0,420,2095,1984
0,416,2095,1994
0,416,2092,1999
0,417,2092,2009
0,417,2090,2014
0,417,2090,2024
0,418,2095,2029
0,418,2095,2034
0,419,2094,2044
0,419,2094,2054
0,420,2091,2059
0,420,2091,2069
0,421,2091,2074
0,421,2091,2084
0,422,2096,2089
0,423,2096,2094
0,423,2092,2104
0,424,2092,2114
0,424,2088,2124
0,425,2088,2134
0,426,2095,2144
0,426,2095,2154
0,427,2093,2164
0,427,2093,2169
0,428,2086,2169
0,428,2086,2174
0,429,2092,2174
0,429,2092,2184
0,430,2094,2189
0,430,2094,2204
0,436,2087,2214
0,431,2087,2224
0,431,2088,2234
0,432,2088,2239
0,368,2085,1364
0,374,2087,1369
0,374,2087,1374
0,375,2080,1379
0,375,2080,1384
0,376,2083,1394
0,376,2083,1399
0,377,2090,1399
0,377,2090,1404
0,377,2083,1409
0,378,2083,1424
0,378,2084,1434
0,379,2084,1444
0,379,2091,1449
0,379,2091,1449
0,380,2086,1454
0,380,2086,1459
0,381,2084,1469
0,382,2084,1474
0,382,2093,1484
0,377,2093,1494
0,383,2090,1499
0,383,2090,1509
0,379,2087,1514
0,379,2087,1519
0,379,2091,1529
0,380,2091,1534
0,381,2092,1544
0,381,2092,1549
0,382,2087,1559
0,383,2087,1564
0,383,2087,1574
0,389,2087,1579
0,390,2092,1579
0,390,2092,1584
0,386,2088,1594
0,387,2088,1599
0,387,2085,1609
0,388,2085,1614
0,389,2091,1619
0,389,2091,1629
0,390,2090,1634
0,391,2090,1639
0,391,2083,1649
0,392,2083,1654
0,392,2089,1664
0,393,2089,1669
0,398,2090,1674
0,399,2090,1679
0,399,2084,1689
0,400,2084,1694
0,395,2086,1704
0,401,2086,1714
0,401,2092,1719
0,401,2092,1724
0,402,2087,1734
0,402,2087,1739
0,403,2087,1749
0,403,2087,1759
0,403,2094,1769
0,398,2094,1779
0,399,2090,1789
0,399,2090,1794
0,395,2087,1794
0,395,2087,1799
0,396,2094,1809
0,397,2094,1814
0,403,2093,1819
0,404,2093,1824
0,404,2090,1829
0,405,2090,1829
0,411,2093,1834
0,412,2093,1844
0,412,2097,1854
0,413,2097,1869
0,413,2091,1879
0,414,2091,1884
0,415,2090,1889
0,415,2090,1894
0,411,2096,1899
0,411,2096,1904
0,412,2093,1914
0,412,2093,1919
0,413,2088,1929
0,413,2088,1939
0,414,2095,1949
0,414,2095,1954
0,414,2095,1964
0,415,2095,1969
0,415,2086,1974
0,416,2086,1984
0,416,2092,1989
0,417,2092,1999
0,417,2094,2004
0,418,2094,2004
0,418,2088,2014
0,419,2088,2019
0,419,2090,2029
0,420,2090,2029
0,421,2096,2039
0,421,2096,2054
0,422,2090,2069
0,422,2090,2079
0,423,2088,2084
0,424,2088,2084
0,424,2096,2094
0,425,2096,2104
0,425,2092,2109
0,425,2092,2119
0,426,2091,2124
0,426,2091,2134
0,427,2095,2139
0,428,2095,2144
0,428,2094,2154
0,429,2094,2159
0,429,2091,2169
0,435,2091,2179
0,435,2092,2184
0,436,2092,2194
0,436,2097,2199
0,437,2097,2204
0,437,2093,2214
0,438,2093,2224
0,439,2090,2234
0,358,2085,1364
0,358,2085,1374
0,359,2084,1384
0,359,2084,1394
0,360,2091,1399
0,361,2091,1404
0,366,2090,1409
0,367,2090,1414
0,367,2087,1419
0,367,2087,1424
0,368,2092,1434
0,373,2092,1444
0,374,2093,1454
0,374,2093,1459
0,374,2087,1469
0,375,2087,1474
0,370,2088,1479
0,371,2088,1489
0,371,2093,1494
0,372,2093,1504
0,372,2089,1509
0,373,2089,1509
0,379,2084,1514
0,379,2084,1524
0,380,2091,1529
0,381,2091,1534
0,381,2090,1544
0,382,2090,1549
0,382,2083,1554
0,383,2083,1564
0,384,2089,1569
0,384,2089,1579
0,385,2089,1579
0,385,2089,1584
0,386,2085,1594
0,387,2085,1604
0,387,2086,1604
0,388,2086,1614
0,388,2092,1619
0,389,2092,1629
0,395,2088,1639
0,395,2088,1644
0,395,2086,1649
0,401,2086,1659
0,401,2094,1664
0,402,2094,1674
0,402,2091,1674
0,407,2091,1674
0,408,2088,1684
0,408,2088,1689
0,409,2094,1699
0,409,2094,1709
0,409,2094,1719
0,410,2094,1724
0,410,2091,1734
0,411,2091,1744
0,406,2092,1749
0,407,2092,1759
0,407,2097,1759
0,403,2097,1769
0,403,2092,1774
0,404,2092,1779
0,404,2089,1789
0,405,2089,1794
0,406,2095,1794
0,406,2095,1804
0,407,2092,1814
0,407,2092,1824
0,408,2085,1834
0,409,2085,1839
0,409,2093,1849
0,410,2093,1859
0,411,2093,1864
0,411,2093,1874
0,412,2085,1879
0,413,2085,1879
0,413,2092,1884
0,414,2092,1894
0,414,2094,1904
0,415,2094,1914
0,415,2088,1919
0,416,2088,1924
0,416,2090,1934
0,417,2090,1939
0,417,2096,1944
0,418,2096,1954
0,418,2091,1959
0,419,2091,1969
0,420,2089,1979
0,420,2089,1989
0,421,2097,1994
0,421,2097,2009
0,422,2094,2019
0,422,2094,2024
0,423,2092,2029
0,423,2092,2034
0,423,2096,2039
0,424,2096,2044
0,425,2097,2049
0,425,2097,2059
0,426,2092,2069
0,426,2092,2079
0,427,2093,2089
0,428,2093,2099
0,428,2097,2109
0,429,2097,2109
0,430,2093,2119
0,430,2093,2129
0,431,2089,2134
0,432,2089,2134
0,432,2095,2139
0,433,2095,2149
0,434,2094,2154
0,429,2094,2164
0,430,2087,2169
0,431,2087,2179
0,431,2092,2184
0,432,2092,2184
0,432,2094,2194
0,433,2094,2199
0,434,2087,2209
0,435,2087,2219
0,435,2090,2229
0,436,2090,2239
0,371,2091,1374
0,372,2091,1374
0,372,2087,1389
0,373,2087,1399
0,373,2084,1404
0,374,2084,1409
0,374,2092,1414
0,374,2092,1419
0,374,2090,1429
0,375,2090,1434
0,375,2087,1439
0,375,2087,1439
0,376,2092,1439
0,376,2092,1449
0,377,2094,1459
0,377,2094,1469
0,378,2090,1484
0,378,2090,1489
0,379,2090,1499
0,380,2090,1499
0,380,2095,1509
0,381,2095,1514
0,382,2091,1524
0,382,2091,1534
0,388,2086,1539
0,388,2086,1549
0,384,2093,1554
0,384,2093,1559
0,390,2092,1569
0,385,2092,1574
0,391,2084,1584
0,392,2084,1589
0,387,2090,1594
0,393,2090,1599
0,393,2092,1604
0,394,2092,1614
0,394,2085,1619
0,395,2085,1624
0,395,2089,1629
0,396,2089,1634
0,396,2095,1639
0,397,2095,1649
0,392,2088,1654
0,398,2088,1664
0,398,2088,1674
0,399,2088,1684
0,399,2096,1689
0,400,2096,1689
0,400,2091,1699
0,401,2091,1699
0,401,2088,1709
0,401,2088,1714
0,397,2094,1724
0,397,2094,1729
0,397,2093,1734
0,398,2093,1744
0,398,2091,1754
0,399,2091,1764
0,399,2094,1774
0,399,2094,1784
0,400,2096,1789
0,400,2096,1794
0,401,2092,1799
0,401,2092,1799
0,402,2090,1804
0,402,2090,1809
0,402,2094,1819
0,403,2094,1829
0,403,2092,1839
0,404,2092,1839
0,404,2086,1849
0,405,2086,1854
0,410,2093,1864
0,406,2093,1869
0,406,2094,1879
0,407,2094,1884
0,407,2085,1894
0,413,2085,1899
0,413,2092,1909
0,409,2092,1914
0,410,2095,1924
0,415,2095,1929
0,415,2088,1934
0,416,2088,1944
0,416,2088,1949
0,417,2088,1959
0,418,2096,1964
0,418,2096,1974
0,414,2091,1979
0,415,2091,1989
0,416,2089,1994
0,416,2089,1999
0,417,2097,2004
0,417,2097,2009
0,418,2093,2019
0,418,2093,2029
0,423,2091,2039
0,424,2091,2044
0,424,2096,2054
0,425,2096,2059
0,420,2095,2064
0,421,2095,2074
0,422,2090,2084
0,422,2090,2089
0,423,2092,2099
0,423,2092,2104
0,429,2097,2114
0,429,2097,2119
0,430,2092,2129
0,430,2092,2139
0,431,2089,2149
0,431,2089,2159
0,432,2095,2164
0,432,2095,2169
0,428,2094,2169
0,428,2094,2184
0,428,2087,2194
0,429,2087,2204
0,434,2092,2209
0,430,2092,2219
0,435,2094,2229
0,436,2094,2229
0,436,2087,2229
0,437,2087,2234
0,374,2084,1369
0,374,2084,1374
0,375,2084,1379
0,375,2090,1384
0,376,2090,1389
0,376,2086,1399
0,377,2086,1404
0,372,2083,1414
0,367,2083,1424
0,368,2090,1429
0,368,2090,1434
0,369,2088,1439
0,379,2088,1444
0,379,2081,1449
0,379,2081,1454
0,380,2089,1464
0,380,2089,1469
0,380,2089,1479
0,380,2089,1484
0,381,2082,1489
0,381,2082,1489
0,381,2088,1494
0,381,2088,1504
0,381,2093,1514
0,381,2093,1524
0,386,2085,1534
0,387,2085,1534
0,387,2087,1539
0,382,2087,1544
0,383,2093,1549
0,383,2093,1554
0,388,2088,1559
0,389,2088,1564
0,390,2086,1569
0,390,2086,1574
0,391,2093,1579
0,392,2093,1584
0,392,2090,1584
0,393,2090,1589
0,394,2088,1599
0,394,2088,1609
0,390,2092,1614
0,391,2092,1624
0,391,2093,1629
0,392,2093,1634
0,393,2089,1639
0,393,2089,1644
0,394,2089,1649
0,394,2089,1654
0,400,2094,1659
0,400,2094,1669
0,401,2090,1679
0,401,2090,1684
0,396,2086,1684
0,397,2086,1689
0,397,2093,1689
0,398,2093,1694
0,398,2092,1699
0,399,2092,1699
0,399,2084,1704
0,400,2084,1709
0,400,2090,1719
0,400,2090,1724
0,401,2092,1729
0,401,2092,1739
0,401,2085,1749
0,401,2085,1759
0,401,2088,1764
0,407,2088,1774
0,407,2094,1784
0,407,2094,1794
0,408,2088,1804
0,408,2088,1814
0,409,2088,1824
0,409,2088,1829
0,410,2095,1829
0,410,2095,1839
0,406,2090,1849
0,407,2090,1859
0,407,2088,1869
0,408,2088,1874
0,408,2095,1879
0,409,2095,1879
0,410,2094,1889
0,410,2094,1894
0,411,2091,1904
0,411,2091,1914
0,412,2094,1914
0,412,2094,1924
0,413,2098,1934
0,413,2098,1944
0,414,2092,1959
0,414,2092,1969
0,415,2091,1969
0,416,2091,1979
0,416,2096,1989
0,417,2096,1994
0,417,2093,1994
0,418,2093,2004
0,423,2088,2014
0,424,2088,2019
0,424,2095,2024
0,424,2095,2034
0,425,2094,2044
0,425,2094,2054
0,426,2087,2064
0,427,2087,2069
0,422,2092,2079
0,423,2092,2084
0,423,2094,2089
0,424,2094,2099
0,424,2089,2109
0,425,2089,2114
0,425,2090,2124
0,426,2090,2129
0,427,2096,2139
0,422,2096,2144
0,428,2091,2154
0,428,2091,2164
0,429,2089,2169
0,429,2089,2179
0,430,2096,2184
0,431,2096,2194
0,431,2093,2204
0,432,2093,2209
0,432,2091,2219
0,433,2091,2224
0,433,2096,2234
0,434,2096,2239
0,363,2083,1364
0,363,2083,1374
0,364,2091,1384
0,365,2091,1394
0,365,2087,1399
0,366,2087,1404
0,372,2085,1409
0,372,2085,1414
0,373,2090,1424
0,374,2090,1429
0,374,2091,1434
0,370,2091,1439
0,371,2088,1439
0,371,2088,1449
0,372,2089,1454
0,373,2089,1464
0,373,2095,1474
0,374,2095,1479
0,374,2090,1489
0,375,2090,1499
0,376,2087,1509
0,376,2087,1519
0,377,2094,1524
0,377,2094,1534
0,378,2092,1534
0,378,2092,1539
0,384,2085,1544
0,385,2085,1549
0,390,2091,1559
0,386,2091,1564
0,387,2092,1564
0,387,2092,1564
0,388,2085,1574
0,388,2085,1579
0,389,2089,1589
0,389,2089,1599
0,390,2094,1599
0,386,2094,1604
0,386,2087,1604
0,387,2087,1614
0,387,2087,1624
0,388,2087,1634
0,388,2094,1649
0,389,2094,1659
0,389,2089,1669
0,390,2089,1674
0,390,2087,1679
0,391,2087,1689
0,391,2095,1699
0,392,2095,1709
0,397,2093,1719
0,393,2093,1724
0,394,2090,1729
0,394,2090,1734
0,395,2094,1739
0,396,2094,1744
0,397,2095,1754
0,397,2095,1759
0,398,2090,1764
0,398,2090,1769
0,399,2091,1774
0,399,2091,1784
0,400,2096,1789
0,405,2096,1794
0,406,2092,1804
0,406,2092,1809
0,407,2088,1814
0,402,2088,1819
0,403,2095,1824
0,408,2095,1834
0,409,2094,1839
0,409,2094,1849
0,405,2087,1849
0,405,2087,1859
0,411,2092,1869
0,411,2092,1879
0,411,2093,1884
0,407,2093,1894
0,407,2088,1909
0,408,2088,1914
0,408,2089,1924
0,409,2089,1934
0,409,2096,1939
0,410,2096,1934
0,410,2091,1939
0,410,2091,1949
0,411,2090,1959
0,416,2090,1959
0,417,2098,1969
0,417,2098,1974
0,418,2094,1984
0,414,2094,1994
0,414,2091,2004
0,420,2091,2014
0,421,2096,2024
0,421,2096,2029
0,422,2096,2034
0,422,2096,2044
0,423,2093,2054
0,423,2093,2054
0,424,2094,2059
0,425,2094,2069
0,425,2099,2079
0,426,2099,2084
0,426,2093,2089
0,422,2093,2104
0,422,2090,2114
0,423,2090,2124
0,423,2097,2134
0,429,2097,2139
0,429,2095,2144
0,429,2095,2149
0,430,2088,2154
0,430,2088,2164
0,430,2094,2169
0,426,2094,2179
0,427,2095,2184
0,427,2095,2194
0,433,2088,2204
0,434,2088,2204
0,434,2093,2209
0,435,2093,2219
0,436,2097,2229
0,437,2097,2234
0,370,2083,1364
0,370,2087,1374
0,371,2087,1374
0,371,2089,1384
0,372,2089,1384
0,373,2085,1389
0,368,2085,1399
0,369,2085,1399
0,374,2085,1404
0,375,2090,1404
0,375,2090,1414
0,376,2087,1419
0,376,2087,1429
0,377,2084,1439
0,377,2084,1449
0,378,2089,1459
0,378,2089,1464
0,379,2088,1474
0,374,2088,1479
0,375,2080,1484
0,375,2080,1489
0,376,2086,1494
0,377,2086,1504
0,378,2087,1509
0,378,2087,1519
0,379,2080,1524
0,380,2080,1529
0,381,2082,1534
0,381,2082,1544
0,387,2089,1549
0,388,2089,1559
0,389,2082,1564
0,389,2082,1569
0,390,2083,1579
0,391,2083,1584
0,391,2090,1594
0,392,2090,1604
0,393,2085,1609
0,393,2085,1609
0,394,2083,1614
0,394,2083,1624
0,400,2091,1629
0,400,2091,1639
0,401,2088,1644
0,401,2088,1649
0,397,2086,1654
0,397,2086,1664
0,398,2090,1674
0,398,2090,1684
0,399,2091,1689
0,399,2091,1694
0,400,2087,1699
0,400,2087,1704
0,401,2088,1714
0,396,2088,1724
0,397,2093,1729
0,397,2093,1739
0,403,2089,1744
0,398,2089,1754
0,399,2086,1759
0,399,2086,1759
0,400,2093,1764
0,400,2093,1769
0,406,2091,1774
0,406,2091,1779
0,402,2084,1779
0,407,2084,1789
0,407,2089,1794
0,408,2089,1809
0,403,2090,1814
0,404,2090,1824
0,405,2084,1834
0,405,2084,1844
0,406,2086,1849
0,407,2086,1859
0,407,2093,1869
0,408,2093,1879
0,408,2087,1889
0,409,2087,1889
0,409,2086,1899
0,410,2086,1904
0,411,2093,1909
0,416,2093,1914
0,417,2089,1924
0,417,2089,1929
0,413,2087,1934
0,414,2087,1944
0,414,2094,1954
0,420,2094,1964
0,420,2093,1974
0,421,2093,1979
0,421,2089,1989
0,416,2089,1999
0,417,2094,2004
0,417,2094,2009
0,418,2095,2019
0,418,2095,2024
0,419,2090,2029
0,420,2090,2039
0,420,2089,2044
0,421,2089,2049
0,421,2095,2059
0,422,2095,2069
0,422,2092,2079
0,422,2092,2094
0,423,2087,2099
0,423,2087,2104
0,424,2094,2114
0,424,2094,2114
0,430,2093,2119
0,431,2093,2129
0,431,2086,2134
0,432,2086,2139
0,433,2092,2149
0,433,2092,2159
0,434,2093,2164
0,434,2093,2174
0,430,2087,2184
0,430,2087,2189
0,431,2089,2199
0,431,2089,2204
0,432,2096,2214
0,433,2096,2219
0,433,2090,2224
0,434,2090,2229
0,434,2089,2234
0,365,2089,1364
0,366,2085,1374
0,367,2085,1379
0,367,2085,1384
0,368,2085,1389
0,369,2091,1399
0,374,2091,1399
0,375,2087,1409
0,376,2087,1419
0,376,2084,1429
0,377,2084,1439
0,377,2090,1449
0,378,2090,1454
0,378,2090,1459
0,374,2090,1469
0,374,2082,1469
0,375,2082,1474
0,375,2088,1479
0,376,2088,1484
0,377,2089,1489
0,377,2089,1499
0,378,2082,1504
0,379,2082,1509
0,379,2085,1514
0,380,2085,1524
0,381,2092,1529
0,381,2092,1534
0,382,2084,1544
0,377,2084,1549
0,378,2084,1554
0,378,2084,1564
0,384,2091,1569
0,384,2091,1574
0,385,2086,1584
0,386,2086,1589
0,391,2084,1594
0,397,2084,1604
0,397,2092,1609
0,398,2092,1619
0,394,2090,1629
0,394,2090,1639
0,395,2087,1649
0,395,2087,1654
0,396,2091,1659
0,392,2091,1659
0,392,2091,1669
0,393,2091,1674
0,393,2087,1679
0,399,2087,1684
0,394,2088,1689
0,394,2088,1699
0,395,2093,1704
0,395,2093,1714
0,396,2089,1724
0,396,2089,1729
0,397,2085,1739
0,397,2085,1744
0,398,2090,1749
0,398,2090,1759
0,394,2090,1764
0,400,2090,1769
0,400,2083,1774
0,401,2083,1784
0,401,2088,1794
0,407,2088,1799
0,407,2091,1809
0,408,2091,1814
0,408,2084,1819
0,409,2084,1824
0,410,2086,1829
0,410,2086,1839
0,406,2092,1844
0,407,2092,1844
0,413,2086,1854
0,413,2086,1859
0,414,2085,1864
0,410,2085,1879
0,410,2094,1884
0,411,2094,1894
0,411,2088,1904
0,412,2088,1909
0,412,2086,1919
0,413,2086,1929
0,414,2093,1939
0,414,2093,1949
0,415,2092,1959
0,415,2092,1969
0,421,2089,1974
0,421,2089,1974
0,421,2092,1984
0,422,2092,1994
0,422,2095,2004
0,422,2095,2014
0,423,2090,2024
0,423,2090,2029
0,424,2089,2029
0,425,2089,2034
0,420,2094,2039
0,421,2094,2049
0,421,2092,2059
0,422,2092,2069
0,427,2087,2079
0,423,2087,2089
0,423,2093,2094
0,424,2093,2099
0,429,2092,2104
0,430,2092,2109
0,430,2085,2114
0,431,2085,2119
0,431,2090,2124
0,432,2090,2134
0,433,2093,2144
0,433,2093,2149
0,434,2087,2164
0,439,2087,2169
0,445,2088,2179
0,446,2088,2184
0,446,2094,2194
0,442,2094,2199
0,442,2090,2209
0,443,2090,2219
0,433,2088,2229
0,434,2088,2234
0,366,2084,1364
0,366,2084,1369
0,366,2089,1379
0,367,2089,1384
0,367,2082,1394
0,373,2082,1399
0,373,2083,1404
0,373,2083,1409
0,374,2090,1419
0,374,2090,1424
0,375,2085,1434
0,376,2085,1444
0,371,2083,1449
0,372,2083,1459
0,373,2090,1464
0,374,2090,1474
0,374,2088,1479
0,375,2088,1489
0,376,2085,1489
0,377,2085,1494
0,377,2089,1494
0,378,2089,1499
0,378,2091,1504
0,379,2091,1514
0,380,2086,1524
0,381,2086,1534
0,381,2086,1544
0,382,2086,1549
0,382,2092,1554
0,383,2092,1559
0,384,2088,1569
0,384,2088,1574
0,384,2085,1579
0,385,2085,1589
0,385,2090,1594
0,386,2090,1604
0,386,2089,1609
0,387,2089,1614
0,387,2082,1619
0,393,2082,1624
0,393,2088,1629
0,394,2088,1639
0,394,2090,1649
0,389,2090,1654
0,390,2083,1664
0,395,2083,1674
0,395,2086,1684
0,396,2086,1694
0,391,2093,1694
0,391,2093,1704
0,392,2086,1714
0,392,2086,1719
0,393,2085,1719
0,393,2085,1729
0,394,2093,1734
0,395,2093,1744
0,395,2088,1754
0,396,2088,1759
0,402,2086,1764
0,402,2086,1764
0,403,2094,1769
0,398,2094,1774
0,399,2092,1779
0,399,2092,1784
0,400,2089,1794
0,400,2089,1804
0,401,2094,1814
0,402,2094,1824
0,402,2094,1829
0,403,2094,1839
0,403,2089,1844
0,404,2089,1849
0,404,2090,1854
0,405,2090,1864
0,406,2095,1874
0,407,2095,1879
0,407,2092,1884
0,413,2092,1894
0,413,2087,1899
0,414,2087,1909
0,415,2093,1914
0,410,2093,1924
0,411,2092,1929
0,417,2092,1934
0,412,2085,1944
0,408,2085,1949
0,408,2090,1959
0,409,2090,1964
0,409,2092,1974
0,415,2092,1979
0,415,2087,1989
0,415,2087,1999
0,416,2088,2009
0,417,2088,2014
0,417,2094,2024
0,418,2094,2029
0,418,2090,2039
0,419,2090,2049
0,419,2088,2059
0,425,2088,2064
0,430,2096,2069
0,431,2096,2074
0,431,2092,2079
0,422,2092,2074
0,422,2089,2084
0,423,2089,2089
0,423,2095,2104
0,424,2095,2114
0,424,2094,2124
0,425,2094,2139
0,425,2091,2144
0,426,2091,2149
0,426,2093,2154
0,427,2093,2159
0,428,2097,2164
0,428,2097,2174
0,429,2092,2184
0,429,2092,2189
0,430,2090,2199
0,431,2090,2204
0,431,2096,2214
0,432,2096,2219
0,432,2094,2229
0,433,2094,2234
0,372,2083,1364
0,373,2083,1369
0,374,2089,1379
0,370,2089,1389
0,375,2089,1394
0,376,2089,1404
0,372,2081,1404
0,372,2081,1409
0,378,2088,1419
0,373,2088,1429
0,374,2088,1439
0,374,2088,1439
0,375,2082,1449
0,375,2082,1454
0,376,2087,1459
0,381,2087,1464
0,381,2092,1474
0,382,2092,1479
0,382,2084,1479
0,383,2084,1489
0,383,2085,1494
0,379,2085,1499
0,384,2092,1509
0,385,2092,1514
0,380,2086,1524
0,381,2086,1534
0,381,2085,1539
0,382,2085,1544
0,387,2092,1549
0,388,2092,1559
0,384,2089,1569
0,384,2089,1579
0,385,2086,1589
0,386,2086,1594
0,386,2091,1599
0,387,2091,1599
0,387,2092,1604
0,388,2092,1609
0,393,2087,1619
0,394,2087,1619
0,395,2088,1624
0,395,2088,1634
0,396,2093,1644
0,396,2093,1654
0,397,2089,1659
0,393,2089,1669
0,393,2086,1674
0,394,2086,1684
0,394,2091,1689
0,394,2091,1699
0,394,2091,1704
0,395,2091,1714
0,395,2084,1724
0,395,2084,1729
0,395,2089,1734
0,401,2089,1739
0,401,2092,1744
0,401,2092,1749
0,402,2085,1759
0,402,2085,1764
0,403,2087,1774
0,403,2087,1779
0,403,2094,1789
0,399,2094,1799
0,399,2087,1804
0,399,2087,1814
0,400,2086,1819
0,400,2086,1829
0,401,2094,1834
0,401,2094,1839
0,402,2089,1844
0,403,2089,1854
0,403,2087,1859
0,404,2087,1869
0,404,2094,1869
0,410,2094,1874
0,410,2093,1884
0,411,2093,1889
0,411,2090,1899
0,412,2090,1909
0,413,2092,1919
0,414,2092,1924
0,414,2095,1934
0,410,2095,1939
0,411,2089,1949
0,411,2089,1954
0,412,2089,1959
0,413,2089,1969
0,413,2095,1974
0,419,2095,1984
0,419,2092,1994
0,419,2092,1999
0,420,2087,2004
0,420,2087,2014
0,420,2093,2019
0,416,2093,2029
0,417,2092,2034
0,417,2092,2039
0,418,2085,2049
0,418,2085,2059
0,418,2090,2069
0,419,2090,2074
0,419,2093,2074
0,419,2093,2084
0,420,2087,2089
0,420,2087,2094
0,421,2088,2104
0,421,2088,2114
0,422,2095,2119
0,422,2095,2124
0,423,2090,2139
0,429,2090,2149
0,429,2089,2159
0,430,2089,2169
0,430,2096,2174
0,431,2096,2179
0,431,2094,2189
0,432,2094,2194
0,433,2090,2204
0,433,2090,2214
0,434,2096,2224
0,434,2096,2229
0,430,2096,2234
0,376,2089,1364
0,377,2089,1369
0,377,2082,1379
0,378,2082,1389
0,378,2088,1399
0,379,2088,1404
0,379,2089,1409
0,380,2089,1414
0,380,2083,1419
0,381,2083,1424
0,381,2085,1429
0,381,2085,1439
0,377,2091,1449
0,377,2091,1454
0,377,2085,1464
0,378,2085,1469
0,378,2085,1479
0,384,2085,1489
0,384,2092,1499
0,385,2092,1504
0,385,2088,1509
0,386,2088,1514
0,386,2085,1519
0,387,2085,1519
0,388,2092,1524
0,383,2092,1529
0,384,2091,1539
0,385,2091,1549
0,385,2088,1559
0,386,2088,1569
0,387,2090,1574
0,387,2090,1579
0,388,2093,1584
0,389,2093,1594
0,389,2088,1604
0,390,2088,1609
0,390,2088,1619
0,391,2088,1624
0,392,2093,1634
0,392,2093,1639
0,393,2091,1639
0,398,2091,1649
0,394,2086,1649
0,394,2086,1654
0,395,2093,1664
0,395,2093,1674
0,396,2092,1684
0,396,2092,1689
0,396,2084,1694
0,397,2084,1704
0,397,2091,1709
0,398,2091,1719
0,398,2092,1729
0,398,2092,1739
0,398,2086,1749
0,399,2086,1754
0,399,2088,1759
0,399,2088,1759
0,400,2095,1769
0,405,2095,1774
0,406,2089,1779
0,401,2089,1784
0,402,2088,1794
0,402,2088,1804
0,403,2095,1814
0,403,2095,1819
0,404,2091,1829
0,404,2091,1834
0,405,2088,1844
0,405,2088,1849
0,406,2094,1859
0,406,2094,1859
0,407,2093,1864
0,407,2093,1869
0,408,2091,1874
0,408,2091,1884
0,409,2092,1894
0,409,2092,1904
0,409,2097,1914
0,410,2097,1919
0,415,2092,1924
0,416,2092,1929
0,411,2089,1934
0,412,2089,1939
0,412,2094,1949
0,418,2094,1959
0,413,2094,1969
0,419,2094,1979
0,414,2086,1984
0,420,2086,1989
0,420,2093,1999
0,420,2093,2004
0,421,2094,2009
0,421,2094,2019
0,422,2086,2024
0,417,2086,2034
0,423,2090,2044
0,418,2090,2049
0,419,2096,2059
0,419,2096,2059
0,420,2089,2064
0,420,2089,2069
0,421,2089,2079
0,421,2089,2089
0,422,2096,2099
0,422,2096,2104
0,423,2091,2109
0,424,2091,2119
0,424,2088,2134
0,425,2088,2144
0,426,2096,2154
0,426,2096,2164
0,427,2093,2169
0,428,2093,2174
0,428,2090,2179
0,429,2090,2179
0,430,2095,2184
0,430,2095,2189
0,431,2096,2199
0,431,2096,2209
0,432,2091,2219
0,432,2091,2234
0,367,2089,1369
0,367,2081,1374
0,368,2081,1379
0,368,2087,1379
0,369,2087,1384
0,369,2088,1394
0,370,2088,1404
0,370,2082,1409
0,371,2082,1419
0,371,2084,1424
0,372,2084,1434
0,372,2090,1439
0,373,2090,1449
0,374,2085,1454
0,375,2085,1459
0,376,2084,1464
0,376,2084,1474
0,377,2091,1479
0,378,2091,1489
0,378,2087,1494
0,379,2087,1504
0,379,2085,1509
0,380,2085,1519
0,380,2092,1524
0,381,2092,1529
0,381,2091,1534
0,381,2091,1539
0,382,2088,1544
0,382,2088,1554
0,383,2091,1559
0,383,2091,1569
0,384,2094,1574
0,384,2094,1579
0,384,2090,1589
0,385,2090,1594
0,385,2088,1594
0,386,2088,1604
0,386,2094,1609
0,387,2094,1614
0,387,2091,1619
0,388,2091,1624
0,388,2086,1634
0,389,2086,1644
0,389,2092,1649
0,390,2092,1659
0,396,2091,1669
0,396,2091,1674
0,396,2084,1684
0,397,2084,1689
0,392,2090,1699
0,393,2090,1704
0,394,2091,1714
0,394,2091,1719
0,395,2085,1729
0,396,2085,1734
0,397,2087,1744
0,397,2087,1749
0,397,2093,1754
0,398,2093,1764
0,403,2088,1769
0,399,2088,1779
0,404,2087,1789
0,405,2087,1794
0,400,2095,1804
0,406,2095,1809
0,406,2090,1809
0,401,2090,1819
0,402,2088,1829
0,402,2088,1834
0,403,2094,1839
0,403,2094,1844
0,404,2092,1854
0,405,2092,1859
0,405,2090,1869
0,411,2090,1874
0,411,2091,1884
0,412,2091,1889
0,412,2095,1899
0,413,2095,1904
0,414,2090,1909
0,414,2090,1919
0,415,2088,1924
0,416,2088,1934
0,416,2094,1939
0,417,2094,1944
0,412,2093,1949
0,418,2093,1954
0,413,2086,1964
0,414,2086,1969
0,415,2092,1974
0,415,2092,1984
0,416,2093,1994
0,416,2093,2004
0,417,2085,2014
0,418,2085,2019
0,418,2089,2029
0,418,2089,2039
0,424,2094,2044
0,424,2094,2054
0,425,2087,2059
0,425,2087,2069
0,426,2088,2079
0,426,2088,2089
0,427,2096,2094
0,423,2096,2099
0,423,2090,2109
0,424,2090,2109
0,424,2088,2119
0,425,2088,2119
0,425,2097,2119
0,426,2097,2129
0,426,2093,2134
0,427,2093,2144
0,427,2091,2159
0,428,2091,2169
